Time Elapsed/s,Agent Population,Food Population
764.0,31,14
765.0,31,12
766.0,31,13
767.0,31,13
768.0,31,13
769.0,31,14
770.0,31,14
771.0,31,14
772.0,30,14
773.0,30,15
774.0,29,14
775.0,29,14
776.0,29,14
777.0,29,14
778.0,29,14
779.0,29,14
780.0,29,16
781.0,29,17
782.0,29,18
783.0,29,18
784.0,29,19
785.0,29,21
786.0,29,20
787.0,29,19
788.0,29,20
789.0,29,20
790.0,29,19
791.0,29,19
792.0,29,19
793.0,28,20
794.0,29,19
795.0,29,19
796.0,29,19
797.0,30,17
798.0,31,16
799.0,31,16
800.0,31,18
801.0,31,19
802.0,31,19
803.0,31,21
804.0,31,21
805.0,31,19
806.0,31,20
807.0,31,20
808.0,32,18
809.0,32,17
810.0,33,15
811.0,33,16
812.0,33,17
813.0,33,16
814.0,33,15
815.0,34,12
816.0,35,9
817.0,35,8
818.0,35,8
819.0,35,8
820.0,34,8
821.0,34,8
822.0,33,8
823.0,33,8
824.0,33,9
825.0,33,9
826.0,33,10
827.0,33,10
828.0,33,9
829.0,33,9
830.0,33,8
831.0,33,8
832.0,32,8
833.0,32,8
834.0,31,9
835.0,31,11
836.0,31,11
837.0,31,10
838.0,31,12
839.0,31,11
840.0,31,10
841.0,31,10
842.0,31,10
843.0,31,10
844.0,31,10
845.0,31,11
846.0,31,12
847.0,31,14
848.0,31,14
849.0,31,14
850.0,30,15
851.0,30,13
852.0,30,13
853.0,30,12
854.0,30,12
855.0,29,11
856.0,29,13
857.0,29,14
858.0,29,15
859.0,29,14
860.0,29,14
861.0,29,14
862.0,29,15
863.0,29,15
864.0,29,17
865.0,29,17
866.0,30,18
867.0,30,18
868.0,30,20
869.0,30,21
870.0,30,19
871.0,30,20
872.0,30,19
873.0,29,20
874.0,28,20
875.0,28,20
876.0,28,19
877.0,28,19
878.0,28,19
879.0,28,21
880.0,28,21
881.0,29,20
882.0,29,21
883.0,30,20
884.0,31,19
885.0,31,16
886.0,32,14
887.0,32,14
888.0,32,14
889.0,32,13
890.0,32,13
891.0,32,14
892.0,32,12
893.0,32,12
894.0,31,12
895.0,31,12
896.0,31,14
897.0,30,11
898.0,30,11
899.0,30,11
900.0,30,12
901.0,30,13
902.0,30,13
903.0,30,13
904.0,30,13
905.0,30,12
906.0,30,13
907.0,32,11
908.0,31,11
909.0,31,11
910.0,31,12
911.0,31,12
912.0,31,12
913.0,31,13
914.0,31,13
915.0,31,13
916.0,31,14
917.0,31,14
918.0,31,14
919.0,31,14
920.0,31,14
921.0,31,14
922.0,31,14
923.0,31,13
924.0,31,13
925.0,31,15
926.0,31,15
927.0,31,16
928.0,30,15
929.0,30,16
930.0,30,16
931.0,30,15
932.0,29,15
933.0,29,17
934.0,29,17
935.0,29,17
936.0,29,17
937.0,28,18
938.0,28,18
939.0,28,19
940.0,28,19
941.0,28,19
942.0,28,20
943.0,28,20
944.0,28,20
945.0,27,21
946.0,27,21
947.0,27,21
948.0,27,22
949.0,27,22
950.0,27,23
951.0,27,24
952.0,26,23
953.0,26,21
954.0,25,22
955.0,25,23
956.0,25,22
957.0,25,23
958.0,25,23
959.0,25,24
960.0,24,24
961.0,24,24
962.0,24,23
963.0,24,23
964.0,24,24
965.0,24,24
966.0,23,26
967.0,23,26
968.0,23,26
969.0,23,26
970.0,23,26
971.0,24,24
972.0,24,24
973.0,24,24
974.0,24,24
975.0,25,24
976.0,26,23
977.0,26,23
978.0,26,24
979.0,26,25
980.0,26,24
981.0,26,23
982.0,26,23
983.0,26,23
984.0,26,23
985.0,26,23
986.0,26,23
987.0,26,23
988.0,26,25
989.0,26,28
990.0,26,27
991.0,27,27
992.0,27,26
993.0,27,25
994.0,27,23
995.0,27,22
996.0,27,22
997.0,27,22
998.0,26,22
999.0,26,23
1000.0,26,23
1001.0,26,23
1002.0,26,25
1003.0,26,25
1004.0,26,25
1005.0,25,25
1006.0,25,25
1007.0,24,25
1008.0,24,25
1009.0,24,24
1010.0,24,24
1011.0,24,23
1012.0,24,22
1013.0,24,22
1014.0,25,21
1015.0,26,21
1016.0,26,21
1017.0,26,21
1018.0,26,21
1019.0,26,21
1020.0,26,22
1021.0,26,22
1022.0,25,22
1023.0,27,18
1024.0,27,19
1025.0,27,18
1026.0,27,18
1027.0,27,20
1028.0,27,20
1029.0,27,20
1030.0,27,19
1031.0,27,17
1032.0,27,17
1033.0,27,17
1034.0,27,16
1035.0,27,15
1036.0,27,14
1037.0,27,14
1038.0,28,13
1039.0,28,13
1040.0,27,13
1041.0,27,13
1042.0,27,14
1043.0,27,14
1044.0,26,15
1045.0,26,15
1046.0,26,16
1047.0,25,17
1048.0,25,17
1049.0,25,17
1050.0,26,16
1051.0,26,15
1052.0,26,14
1053.0,26,14
1054.0,26,14
1055.0,25,15
1056.0,25,15
1057.0,24,14
1058.0,24,16
1059.0,25,14
1060.0,25,14
1061.0,25,15
1062.0,25,14
1063.0,25,12
1064.0,25,12
1065.0,25,10
1066.0,25,9
1067.0,25,10
1068.0,25,10
1069.0,25,10
1070.0,25,9
1071.0,24,9
1072.0,24,10
1073.0,24,9
1074.0,24,9
1075.0,24,9
1076.0,23,10
1077.0,23,9
1078.0,23,9
1079.0,23,9
1080.0,23,8
1081.0,23,8
1082.0,24,7
1083.0,24,7
1084.0,23,6
1085.0,23,7
1086.0,22,7
1087.0,22,8
1088.0,22,8
1089.0,22,8
1090.0,22,9
1091.0,22,9
1092.0,22,9
1093.0,23,8
1094.0,23,8
1095.0,23,9
1096.0,23,10
1097.0,23,10
1098.0,23,10
1099.0,23,9
1100.0,24,9
1101.0,24,10
1102.0,24,10
1103.0,25,8
1104.0,25,8
1105.0,25,8
1106.0,25,8
1107.0,25,9
1108.0,25,10
1109.0,25,10
1110.0,25,10
1111.0,25,11
1112.0,25,10
1113.0,25,10
1114.0,25,12
1115.0,25,12
1116.0,26,10
1117.0,26,9
1118.0,26,9
1119.0,26,10
1120.0,26,10
1121.0,26,10
1122.0,26,10
1123.0,25,10
1124.0,25,9
1125.0,25,9
1126.0,25,9
1127.0,25,10
1128.0,25,11
1129.0,25,11
1130.0,25,12
1131.0,25,13
1132.0,25,13
1133.0,25,13
1134.0,25,13
1135.0,25,13
1136.0,25,15
1137.0,25,14
1138.0,25,14
1139.0,26,14
1140.0,26,13
1141.0,26,13
1142.0,26,13
1143.0,26,13
1144.0,26,14
1145.0,26,14
1146.0,26,13
1147.0,25,15
1148.0,25,15
1149.0,25,14
1150.0,24,15
1151.0,24,17
1152.0,24,17
1153.0,24,16
1154.0,24,16
1155.0,24,16
1156.0,24,15
1157.0,24,15
1158.0,24,16
1159.0,23,14
1160.0,23,13
1161.0,23,13
